ID NerdMonster,ID Parceiro,Nome,Nome,Endereço,Número,Complemento,Bairro,CEP,Cidade,Estado,Latitude,Longitude,Descrição,Telefone,Website,Horários - Domingo,Horários - Segunda-Feira,Horários - Terça-Feira,Horários - Quarta-Feira,Horários - Quinta-Feira,Horários - Sexta-Feira,Horários - Sábado,Categoria,Última atualização
17328,112,Carrefour Hipermercado Raposo Tavares,SPO - Hiper - Raposo Tavares,"Rodovia Raposo Tavares,", s/n,KM 17,Jardim Cambara,05577-901,São Paulo,SP,"-23,5855381","-46,7793843",Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): das 07h às 08h ,(11) 3789-9800,https://www.carrefour.com.br/localizador-de-lojas,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,Hipermercado,17/04/2021 14:35
17332,143,Carrefour Hipermercado Osasco,OSC - Hiper - Osasco,Avenida dos Autonomistas,1542,,Vila Yara,06020-015,Osasco,SP,"-23,5378451","-46,7688734",Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): das 07h às 08h ,(11) 3688-6335,https://www.carrefour.com.br/localizador-de-lojas,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,Hipermercado,17/04/2021 14:33
17334,204,Carrefour Hipermercado Center Norte,ECN - Hiper - Center Norte,Avenida Moisés Roysen,s/nº,,Vila Guilherme,02049-010,São Paulo,SP,"-23,5143607","-46,620832",Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): das 07h às 08h ,(11) 3779-8400,https://www.carrefour.com.br/localizador-de-lojas,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,Hipermercado,16/04/2021 14:52
17337,202,Carrefour Hipermercado Pamplona,EPL - Hiper - Pamplona,Rua Pamplona,1704,,Jardim Paulista,01405-002,São Paulo,SP,"-23,5826689","-46,6740055",Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): das 06:30h às 07:30h ,(11) 3883-0077,https://www.carrefour.com.br/localizador-de-lojas,07:00-21:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,Hipermercado,17/04/2021 14:04
17340,201,Carrefour Hipermercado Santos,EST - Hiper - Boqueirão - Santos,Avenida Conselheiro Nébias,802,,Boqueirão,11015-002,Santos,SP,"-23,9693987","-46,3249192",,(13) 3288-2216,https://www.carrefour.com.br/localizador-de-lojas,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,Hipermercado,16/04/2021 15:38
17344,460,Carrefour Hipermercado Penha,SPH - Hiper - Penha,Avenida Amador Bueno da Veiga,2521,,Penha de França,03653-000,São Paulo,SP,"-23,5224114","-46,5211942",Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): das 07h às 08h ,(11) 2023-8811,https://www.carrefour.com.br/localizador-de-lojas,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,Hipermercado,16/04/2021 15:19
17348,120,Carrefour Hipermercado São Vicente,SAV - Hiper - São Vicente,Av Prefeito José Monteiro,1045,,Jd. Independência,11380-900,Santos,SP,"-23,9670409","-46,3687671","A comodidade de resolver tudo em um só lugar, de fácil acesso e com os melhores preços. O Carrefour Hiper é um complexo multisserviços, onde você encontra mercado, açougue, padaria, confeitaria, peixaria, corredor de saudáveis e produtos de higiene, além dos setores de eletro, têxtil, telefonia, pet, autos, casa e decoração, reunidos sob um único espaço que conta ainda com drogaria, alameda de serviços e praça de alimentação. Para quem opta por ir de carro, um amplo estacionamento com posto de combustíveis integrado completa a estrutura.",(13) 3569-7905,https://www.carrefour.com.br/localizador-de-lojas,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,05:00-20:00,Hipermercado,17/04/2021 14:22
17352,124,Carrefour Hipermercado Santo André,STA - Hiper - Santo André,Avenida Pedro Américo,23,,Vila Humaita,09110-560,Santo André,SP,"-23,6625053","-46,5107818","A comodidade de resolver tudo em um só lugar, de fácil acesso e com os melhores preços. O Carrefour Hiper é um complexo multisserviços, onde você encontra mercado, açougue, padaria, confeitaria, peixaria, corredor de saudáveis e produtos de higiene, além dos setores de eletro, têxtil, telefonia, pet, autos, casa e decoração, reunidos sob um único espaço que conta ainda com drogaria, alameda de serviços e praça de alimentação. Para quem opta por ir de carro, um amplo estacionamento com posto de combustíveis integrado completa a estrutura.",(11) 4979-8889,https://www.carrefour.com.br/localizador-de-lojas,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,Hipermercado,30/04/2021 09:00
17354,164,Carrefour Hipermercado Nova Piracicaba,PIR - Hiper - Nova Piracicaba,Avenida Ruy Teixeira Mendes,300,,Terras de Piracicaba,13403-130,Piracicaba,SP,"-22,7248169","-47,6744652","A comodidade de resolver tudo em um só lugar, de fácil acesso e com os melhores preços. O Carrefour Hiper é um complexo multisserviços, onde você encontra mercado, açougue, padaria, confeitaria, peixaria, corredor de saudáveis e produtos de higiene, além dos setores de eletro, têxtil, telefonia, pet, autos, casa e decoração, reunidos sob um único espaço que conta ainda com drogaria, alameda de serviços e praça de alimentação. Para quem opta por ir de carro, um amplo estacionamento com posto de combustíveis integrado completa a estrutura.",(19) 3403-2500,https://www.carrefour.com.br/localizador-de-lojas,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,Hipermercado,23/06/2021 08:33
17356,427,Carrefour Hipermercado São Bernardo do Campo Pauliceia,SBP - Hiper - São Bernardo do Campo Pauliceia,Avenida do Taboão,2000,,Taboão,09655-000,São Bernardo do Campo,SP,"-23,6553053","-46,5953038","A comodidade de resolver tudo em um só lugar, de fácil acesso e com os melhores preços. O Carrefour Hiper é um complexo multisserviços, onde você encontra mercado, açougue, padaria, confeitaria, peixaria, corredor de saudáveis e produtos de higiene, além dos setores de eletro, têxtil, telefonia, pet, autos, casa e decoração, reunidos sob um único espaço que conta ainda com drogaria, alameda de serviços e praça de alimentação. Para quem opta por ir de carro, um amplo estacionamento com posto de combustíveis integrado completa a estrutura.",(11) 4176-9938,https://www.carrefour.com.br/localizador-de-lojas,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,Hipermercado,02/06/2021 16:36
17358,442,Carrefour Hipermercado Brooklin,SBK - Hiper - Brooklin,Av. Santo Amaro,4815,,Brooklin,04701-000,São Paulo,SP,"-23,6259595","-46,6865002","Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): segunda a sábado das 06:30h às 07:30h, domingos e feriados das 7:00 às 8:00h",(11) 5090-0323,https://www.carrefour.com.br/localizador-de-lojas,08:00-21:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,Hipermercado,09/06/2021 10:25
17359,422,Carrefour Hipermercado Demarchi,SBD - Hiper - Demarchi,"Avenida Maria Servidei Demarchi, ",398,,Demarchi,09820-000,São Bernardo do Campo,SP,"-23,7270734","-46,5525271","A comodidade de resolver tudo em um só lugar, de fácil acesso e com os melhores preços. O Carrefour Hiper é um complexo multisserviços, onde você encontra mercado, açougue, padaria, confeitaria, peixaria, corredor de saudáveis e produtos de higiene, além dos setores de eletro, têxtil, telefonia, pet, autos, casa e decoração, reunidos sob um único espaço que conta ainda com drogaria, alameda de serviços e praça de alimentação. Para quem opta por ir de carro, um amplo estacionamento com posto de combustíveis integrado completa a estrutura.",(11) 4353-9617,https://www.carrefour.com.br/localizador-de-lojas,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,Hipermercado,02/06/2021 16:35
17360,203,Carrefour Hipermercado Shopping Eldorado,ERE - Hiper - Shopping Eldorado,Avenida Rebouças,3970,,Pinheiros,05402-600,São Paulo,SP,"-23,5724616","-46,6957069",Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): das 07h às 08h ,(11) 3093-0048,https://www.carrefour.com.br/localizador-de-lojas,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,Hipermercado,17/04/2021 14:03
17361,180,Carrefour Hipermercado Diadema,DMA - Hiper - Diadema,Avenida Presidente Kennedy,635,,Jardim Remanso,09910-550,Diadema,SP,"-23,6850327","-46,6322261","A comodidade de resolver tudo em um só lugar, de fácil acesso e com os melhores preços. O Carrefour Hiper é um complexo multisserviços, onde você encontra mercado, açougue, padaria, confeitaria, peixaria, corredor de saudáveis e produtos de higiene, além dos setores de eletro, têxtil, telefonia, pet, autos, casa e decoração, reunidos sob um único espaço que conta ainda com drogaria, alameda de serviços e praça de alimentação. Para quem opta por ir de carro, um amplo estacionamento com posto de combustíveis integrado completa a estrutura.",(11) 4053-9069,https://www.carrefour.com.br/localizador-de-lojas,08:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,Hipermercado,19/04/2021 15:56
17363,338,Carrefour Hipermercado Cambuci,SPC - Hiper - Cambuci,Praça Alberto Lion,100,,Cambuci,01515-000,São Paulo,SP,"-23,5633278","-46,6140806",Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): das 07h às 08h ,(11) 3088-0032,https://www.carrefour.com.br/localizador-de-lojas,08:00-20:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,Hipermercado,16/04/2021 14:49
17367,339,Carrefour Hipermercado Villa-Lobos,SPV - Hiper - Villa Lobos,Avenida José César de Oliveira,s/n,,Vila Leopoldina,05317-000,São Paulo,SP,"-23,541171","-46,7310774","Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): segunda a sábado das 06:30h às 07:30h, domingos e feriados das 7:00 às 8:00h",(11) 3837-8722,https://www.carrefour.com.br/localizador-de-lojas,08:00-21:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,07:00-22:00,Hipermercado,17/04/2021 14:05
17369,322,Carrefour Hipermercado Sorocaba Norte,SON - Hiper - Sorocaba Norte,Avenida Brasil,376,,Terra Vermelha,18065-100,Sorocaba,SP,"-23,4863386","-47,4715664","A comodidade de resolver tudo em um só lugar, de fácil acesso e com os melhores preços. O Carrefour Hiper é um complexo multisserviços, onde você encontra mercado, açougue, padaria, confeitaria, peixaria, corredor de saudáveis e produtos de higiene, além dos setores de eletro, têxtil, telefonia, pet, autos, casa e decoração, reunidos sob um único espaço que conta ainda com drogaria, alameda de serviços e praça de alimentação. Para quem opta por ir de carro, um amplo estacionamento com posto de combustíveis integrado completa a estrutura.",(15) 3332-9675,https://www.carrefour.com.br/localizador-de-lojas,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,Hipermercado,17/04/2021 14:17
17370,145,Carrefour Hipermercado Guarulhos,GRU - Hiper - Guarulhos,Avenida Benjamin Harris Hunicutt,s/n,,Vila Rio de Janeiro,07124-010,Guarulhos,SP,"-23,4422888","-46,5388446","A comodidade de resolver tudo em um só lugar, de fácil acesso e com os melhores preços. O Carrefour Hiper é um complexo multisserviços, onde você encontra mercado, açougue, padaria, confeitaria, peixaria, corredor de saudáveis e produtos de higiene, além dos setores de eletro, têxtil, telefonia, pet, autos, casa e decoração, reunidos sob um único espaço que conta ainda com drogaria, alameda de serviços e praça de alimentação. Para quem opta por ir de carro, um amplo estacionamento com posto de combustíveis integrado completa a estrutura.",(11) 2453-8200,https://www.carrefour.com.br/localizador-de-lojas,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,Hipermercado,16/04/2021 15:11
17375,103,Carrefour Hipermercado Marginal Pinheiros,SPP - Hiper - Pinheiros,AV NACOES UNIDAS,15187,,Chácara Santo Antônio,04794-000,São Paulo,SP,"-23,6298795","-46,7108395","Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): segunda a sábado das 06:30h às 07:30h, domingos e feriados das 7:00 às 8:00h",(11) 5186-8606,https://www.carrefour.com.br/localizador-de-lojas,08:00-21:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,Hipermercado,16/04/2021 15:21
17379,207,Carrefour Hipermercado Prudente,EPP - Hiper - Prudente,Avenida Manoel Goulart,2400,,Jardim das Rosas,19060-000,Presidente Prudente,SP,"-22,1157017","-51,4082562","A comodidade de resolver tudo em um só lugar, de fácil acesso e com os melhores preços. O Carrefour Hiper é um complexo multisserviços, onde você encontra mercado, açougue, padaria, confeitaria, peixaria, corredor de saudáveis e produtos de higiene, além dos setores de eletro, têxtil, telefonia, pet, autos, casa e decoração, reunidos sob um único espaço que conta ainda com drogaria, alameda de serviços e praça de alimentação. Para quem opta por ir de carro, um amplo estacionamento com posto de combustíveis integrado completa a estrutura.",(18) 3902-2800,https://www.carrefour.com.br/localizador-de-lojas,05:00-22:00,05:00-22:00,05:00-22:00,05:00-22:00,05:00-22:00,05:00-22:00,05:00-22:00,Hipermercado,23/06/2021 08:35
17383,149,Carrefour Hipermercado Limão,SPL - Hiper - Limão,Avenida Otaviano Alves de Lima,1824,,Limão,02701-000,São Paulo,SP,"-23,5124643","-46,6750616",Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): das 07h às 08h ,(11) 3952-8514,https://www.carrefour.com.br/localizador-de-lojas,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,Hipermercado,17/04/2021 14:34
17384,459,Carrefour Hipermercado Jabaquara,SJA - Hiper - Metrocar,Avenida Engenheiro George Corbisier,273,,Jabaquara,04345-000,São Paulo,SP,"-23,6393149","-46,6417202",Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): das 07h às 08h ,(11) 5013-5007,https://www.carrefour.com.br/localizador-de-lojas,08:00-21:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,Hipermercado,16/04/2021 15:13
17386,158,Carrefour Hipermercado Pêssego,SPE - Hiper - Pêssego,Estrada do Pêssego,1200,,Colônia,08260-000,São Paulo,SP,"-23,5694712","-46,4453029",Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): das 07h às 08h ,(11) 2523-6803,https://www.carrefour.com.br/localizador-de-lojas,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,Hipermercado,16/04/2021 15:20
17387,335,Carrefour Hipermercado Santo André Oratório,STO - Hiper - Santo André Oratório,Rua Oratório,85,,Jd. Do Carmo,09280-550,Santo André,SP,"-23,6462496","-46,5267953","A comodidade de resolver tudo em um só lugar, de fácil acesso e com os melhores preços. O Carrefour Hiper é um complexo multisserviços, onde você encontra mercado, açougue, padaria, confeitaria, peixaria, corredor de saudáveis e produtos de higiene, além dos setores de eletro, têxtil, telefonia, pet, autos, casa e decoração, reunidos sob um único espaço que conta ainda com drogaria, alameda de serviços e praça de alimentação. Para quem opta por ir de carro, um amplo estacionamento com posto de combustíveis integrado completa a estrutura.",(11) 4996-9679,https://www.carrefour.com.br/localizador-de-lojas,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,05:00-21:00,Hipermercado,30/04/2021 08:59
17389,146,Carrefour Hipermercado Anália Franco,TTE - Hiper - Anália Franco,Avenida Regente Feijó,1759,,Vila Regente Feijo,03550-100,São Paulo,SP,"-23,559666","-46,561038",Devido à pandemia de Coronavírus (COVID-19) essa unidade está atuando com um horário de atendimento exclusivo para idosos (a partir de 60 anos): das 07h às 08h ,(11) 2672-8519,https://www.carrefour.com.br/localizador-de-lojas,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,Hipermercado,08/04/2021 08:02
42889,,Carrefour Hipermercado,SPP  Hiper  Pinheiros,Avenida das Nações Unidas,15187,,Brooklin,04726-180,São Paulo,SP,"-23,6299444","-46,7107519","A comodidade de resolver tudo em um só lugar, de fácil acesso e com os melhores preços. O Carrefour Hiper é um complexo multisserviços, onde você encontra mercado, açougue, padaria, confeitaria, peixaria, corredor de saudáveis e produtos de higiene, além dos setores de eletro, têxtil, telefonia, pet, autos, casa e decoração, reunidos sob um único espaço que conta ainda com drogaria, alameda de serviços e praça de alimentação. Para quem opta por ir de carro, um amplo estacionamento com posto de combustíveis integrado completa a estrutura.",(11) 3004-2222,https://www.carrefour.com.br/,08:00-22:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-22:00,Supermercado,08/04/2021 08:02
